"","ppid_trialn","heading","heading_signed","startingpos","FirstSteeringTime","pNum","startSWA","steering_rate_start","start_rotatedX","start_rotatedZ","EarlyResponses","PeakSteeringTime","peakSWA","steering_rate","peak_rotatedX","peak_rotatedZ","lane_position"
"25","1_1_4",1,-1,8,0.0166666666666667,1,0.360000059008598,0.108251727749475,0,0,TRUE,1.18333333333333,15.749999396503,0.197412518562965,0.00900207886990823,9.32676238673322,0.139619251498268
"26","1_1_40",1,1,4,0.383333333333333,1,0,0.0404895659718484,-0.0512182670099411,2.93189390167371,FALSE,0.783333333333333,22.8599993884563,0.267482449958377,-0.0848788123358382,6.12973231478507,0.12100162693612
"27","1_1_41",2,2,4,0.116666666666667,1,-0.720000118017197,0.0451049044519872,-0.0280714170823396,0.799031273485419,TRUE,0.8,32.7600003406405,0.282377669444444,-0.185829457612615,6.25503088180557,0.165432880501962
"28","1_1_42",1,1,8,0.4,1,-5.94000030308962,0.055804198308216,-0.0688982535474258,3.0656798139266,FALSE,0.833333333333333,18.2700001448393,0.0480423148695422,-0.160770753703298,6.53001884261154,0.0537711384242287
"29","1_1_43",2,2,4,0.15,1,0.090000182390213,0.0253846011795364,-0.0372526818683445,1.06528238610369,TRUE,0.783333333333333,14.3999990075827,0.0641955153925527,-0.162799110978357,6.12325455904929,0.176895380565288
"30","1_1_45",1,1,4,0.4,1,0,0.0560140088721585,-0.0535422307954154,3.06586845009485,FALSE,0.8,20.0700001046062,0.241049048783902,-0.0858415648190385,6.26414293090688,0.123340869331628
"31","1_1_48",1,-1,8,0.466666666666667,1,-0.810000007040799,0.0316783209360642,-0.063391215289463,3.59823682346175,FALSE,0.85,9.08999968785793,0.100699264061201,-0.112196918832468,6.66363383916671,0.212593701301286
"32","1_1_50",1,-1,8,0.433333333333333,1,0,0.0211888029389864,-0.0581388846704607,3.33207896081846,FALSE,0.85,12.59999955073,0.111398412943715,-0.100341870177941,6.66349345801513,0.197798617125907
"33","1_1_51",1,1,4,0.0833333333333333,1,0,0.0249650453093588,-0.00930904129856897,0.533566740490224,TRUE,0.966666666666667,9.80999984778464,0.102377556316504,-0.100313436325059,7.59683675479855,0.0791259036889154
"34","1_1_52",1,-1,0,0.666666666666667,1,0,0.0243356823921203,-0.0906660479828953,5.1973365723972,FALSE,1.1,10.0800003111362,0.0377622314474701,-0.13533230545967,8.66326907808359,0.0907474671961181
"35","1_1_53",1,1,0,0.816666666666667,1,0,0.0503496867376607,-0.111719508252634,6.39765018718934,FALSE,1.46666666666667,10.3499995172024,0.0841257538828878,-0.165107080333764,11.5952015859468,0.111705432842074
"36","1_1_54",1,-1,0,0.5,1,-4.59000008180737,0.0398600698038408,-0.0762920170146904,3.86534570319587,FALSE,2.51666666666667,8.5500000603497,0.305244772454023,-0.397826320250534,19.9887408860118,0.0969424580451522
"37","1_1_55",2,2,8,0.283333333333333,1,0.0899995118379593,0.03923075963984,-0.0742264615605553,2.12335711351474,FALSE,1.06666666666667,29.9700010567904,0.0828673414417155,-0.168832209248768,8.37992592377361,0.353641560493788
"38","1_1_56",1,-1,4,0.366666666666667,1,0,0.025384633613008,-0.0488278300286925,2.79822016861446,FALSE,0.883333333333333,23.0400000885129,0.0772028473707323,-0.0724323575585078,6.9292116080316,0.118667615041436
"39","1_1_57",2,-2,0,0.533333333333333,1,-1.71000002883375,0.0895804218570145,-0.145168221381646,4.12566334879822,FALSE,1.11666666666667,27.9000000469387,0.209370847348577,-0.257394546268712,8.78387892830639,0.150806753027694
"40","1_1_58",2,-2,8,0.35,1,0,0.0388111920467209,-0.0930695700212167,2.66241091766512,FALSE,0.95,41.8499993160367,0.208112141052325,-0.145786340757685,7.45437306327489,0.372282837063264
"41","1_1_59",2,2,0,0.233333333333333,1,0.0899999937973917,0.0369230777487627,-0.0604398339900807,1.73123089524143,FALSE,0.883333333333333,29.4299996481277,0.161748238793628,-0.164649931096784,6.92101936569017,0.0605473752609991
"42","1_1_6",2,-2,4,0.0166666666666667,1,1.08000084757805,0.224685174497634,0,0,TRUE,0.333333333333333,28.3500011265278,0.266014104643899,-0.0592525128901727,2.52910475321152,0.139597986810004
"43","1_1_60",1,1,8,0.383333333333333,1,0,0.0228671330984655,-0.0511892242541353,2.93205241836136,FALSE,2.35,39.1499992087483,0.313426495848836,-0.181031700289634,18.651078293869,0.190814010754988
"44","1_1_61",1,-1,4,0.45,1,-0.0899999309331179,0.0367132866742102,-0.0604995896489448,3.46525669360232,FALSE,0.966666666666667,22.679999107495,0.0553847713903991,-0.0784451872860199,7.59613601263476,0.13145434039648
"45","1_1_63",2,2,0,0.733333333333333,1,-0.629999935626984,0.0520280028296096,-0.200609056301397,5.72257617221209,FALSE,2.51666666666667,30.5999993160367,1.1643342350746,-0.286083374624576,19.9657826663462,0.196524006820699
"46","1_1_64",2,-2,0,0.4,1,-0.270000044256449,0.0476223752684109,-0.10740680505736,3.06184999032918,FALSE,0.933333333333333,27.6300000026822,0.232447717156448,-0.198413958052719,7.32177649858716,0.108363806650882
"47","1_1_65",1,-1,4,0.416666666666667,1,-1.17000002413988,0.0746853234103091,-0.0584405747667871,3.19855718377901,FALSE,1.01666666666667,25.4700003191829,0.114965117894687,-0.0837739630203247,7.9958996210734,0.141193008957526
"48","1_1_66",1,1,4,0.4,1,0,0.0623077404248962,-0.0536319381972017,3.06504538899627,FALSE,0.933333333333333,27.4500006437302,0.0648250842427782,-0.0648101716555037,7.33122515673452,0.123326530111862
"49","1_1_67",1,-1,8,0.4,1,-2.24999986588955,0.061888089989657,-0.0600049178114582,3.06412184617099,FALSE,1,24.4800003245473,0.12671325902838,-0.0887522596446151,7.8620826096472,0.248743271917061
"50","1_1_68",1,1,8,0.0166666666666667,1,0,0.0232866335664356,0,0,TRUE,1.31666666666667,22.14,0.101538461538462,-0.393864540616522,10.3880236386239,0.139619251498268
"51","1_1_69",1,1,0,0.4,1,0,0.0591609596736596,-0.0532226697207487,3.06318644059407,FALSE,0.95,19.53,0.406573426573427,-0.0907384522025548,7.46252062651161,0.0534843317783782
"52","1_1_7",2,-2,4,0.0333333333333333,1,0.090000182390213,0.0692307500989362,-0.00465009473558882,0.133027771737646,TRUE,0.666666666666667,23.8499993830919,0.126713212918145,-0.122598491931173,5.19163664768602,0.144207007810551
"53","1_1_70",1,-1,8,0.35,1,0,0.0264335745920745,-0.0465003808282673,2.66610515421822,FALSE,0.983333333333333,21.69,0.130909090909091,-0.0583554115737921,7.72970129639945,0.186170455624338
"54","1_1_71",1,1,8,0.416666666666667,1,0,0.062727273076923,-0.0556205517360677,3.19686112039097,FALSE,0.9,18.36,0.116853146853147,-0.0901046404267779,7.06242728704451,0.195437613877258
"55","1_1_72",2,-2,0,0.433333333333333,1,0,0.0272727272727272,-0.11646576950684,3.32671671684771,FALSE,0.9,22.86,0.0780419580419579,-0.197329339104094,7.05368228075625,0.116313446600807
"56","1_1_75",1,-1,0,0.566666666666667,1,0,0.0205594405594405,-0.0766233041798577,4.39722729153999,FALSE,1.1,21.15,0.119580419580419,-0.109513959900627,8.66145873875647,0.0767772299033755
"57","1_1_76",1,-1,4,0.2,1,0,0.0356643199300699,-0.0253482717747711,1.45493783898146,FALSE,0.816666666666667,22.23,0.136783216783217,-0.075849643211354,6.38544613090648,0.0952133821307615
"58","1_1_78",2,-2,4,0.416666666666667,1,0.09000001,0.0646153905594405,-0.11159598218242,3.19606292596055,FALSE,1.1,22.05,0.115804195804196,-0.185758668313939,8.65156700679901,0.251268851530198
"59","1_1_79",2,2,0,0.6,1,0.18,0.0855944055944055,-0.162758344486955,4.65714242507736,FALSE,1.08333333333333,24.66,0.138251748251748,-0.245684571440292,8.5191292835171,0.162923756172811
"60","1_1_8",1,1,4,0.233333333333333,1,-6.74999984912574,0.034405586172963,-0.0352518620800869,1.7321006147783,FALSE,0.766666666666667,24.7499991953373,0.156923063568305,-0.141326059482834,5.9963216577038,0.0560131918411841
"61","1_1_81",2,2,0,0.366666666666667,1,0.08999985,0.0694405938228437,-0.0977171856407262,2.79527303691764,FALSE,0.833333333333333,29.16,0.0650349650349653,-0.174363021228379,6.5224450963062,0.0977605058261539
"62","1_1_82",1,1,8,0.183333333333333,1,0,0.0207692905594406,-0.023090975078645,1.33236809560151,FALSE,0.95,18,0.0962937062937058,-0.122200916884103,7.46191583684662,0.162882857580844
"63","1_1_83",2,-2,8,0.0166666666666667,1,0.3600001,0.103846120279682,0,0,TRUE,0.783333333333333,17.1,0.102587412587413,-0.153512102816581,6.12415591141234,0.279195973620008
"64","1_1_84",2,-2,0,0.433333333333333,1,-1.62,0.0499300678321678,-0.119645852503106,3.32627032403956,FALSE,1.03333333333333,32.04,0.188391608391608,-0.234658626087311,8.11723855562884,0.126263690973947
"65","1_1_85",2,2,8,0.216666666666667,1,0,0.0264335506993007,-0.0557575577713733,1.59690763433597,FALSE,0.933333333333333,25.11,0.171818181818181,-0.159951690003972,7.32217497910296,0.335029169779876
"66","1_1_86",1,-1,4,0.45,1,-0.4500001,0.0333566497668997,-0.0622301894515181,3.46527485846648,FALSE,0.916666666666667,28.35,0.16993006993007,-0.0920183026156246,7.1992254579184,0.139432316663689
"67","1_1_87",2,-2,4,0.366666666666667,1,0.09000001,0.0568531469696969,-0.0975410423109221,2.79092733274701,FALSE,0.916666666666667,29.97,0.284475524475524,-0.171662479364172,7.18382776773507,0.237108252669342
"68","1_1_88",2,-2,0,0.266666666666667,1,0.08999985,0.0306293601398601,-0.0695413813224996,1.99655901479442,FALSE,0.883333333333333,20.43,0.178321678321679,-0.177613237873379,6.92128048588004,0.0697855445804191
"69","1_2_1",1,-1,0,0.0666666666666667,1,0,0.0222377647086247,-0.00697696716021734,0.399612797657212,TRUE,2.31666666666667,26.28,0.180419580419581,-0.245007212138124,18.3910157343975,0.0069773927429094
"70","1_2_10",1,-1,8,0.466666666666667,1,-0.54,0.0325174833333332,-0.0635239315976696,3.59787351951048,FALSE,0.816666666666667,16.2,0.27020979020979,-0.10171946272062,6.39681444571855,0.211765914171378
"71","1_2_13",1,1,8,0.383333333333333,1,0.08999993,0.0837063015850815,-0.0508909172094042,2.93199464789953,FALSE,0.75,18,0.158811188811189,-0.0809979030853348,5.86445245753023,0.193260788033872
"72","1_2_14",2,2,8,0.35,1,0,0.0476223698135197,-0.0930600670538678,2.66172293892885,FALSE,0.9,22.32,0.127342657342658,-0.184186800475074,7.05453344524564,0.37225880073306
"73","1_2_15",1,1,0,0.383333333333333,1,-0.3600001,0.0440559503496503,-0.0523546761000674,2.93112909114438,FALSE,0.916666666666667,14.85,0.101118881118881,-0.0930311650156628,7.1965573669846,0.0485824230799438
"74","1_2_19",1,1,0,0.7,1,0,0.0341958100233099,-0.0953997840939308,5.46357909153343,FALSE,1.03333333333333,19.17,0.148321678321678,-0.125149706171164,8.12899341828916,0.0953961896948856
"75","1_2_2",1,-1,0,0.6,1,-1.26,0.0585314627039627,-0.0914127082649772,4.6639336776709,FALSE,1,16.56,0.168041958041958,-0.147258018318032,7.86304051864356,0.103281861810723
"76","1_2_21",1,-1,8,0.566666666666667,1,0.09000018,0.022447591142191,-0.0767490305227433,4.39550258111199,FALSE,0.95,20.52,0.236433566433566,-0.108923489343833,7.4609182956064,0.216240934933554
"77","1_2_23",2,-2,4,0.0166666666666667,1,0.2699999,0.0572727958041882,0,0,TRUE,0.8,15.66,0.183566433566433,-0.174855130304535,6.25558524549563,0.139597986810004
"78","1_2_24",2,-2,0,0.433333333333333,1,-1.62,0.0493007118881119,-0.122418662306395,3.32772214940377,FALSE,0.85,16.2,0.202027972027972,-0.238237192592594,6.65427613850466,0.130161395294023
"79","1_2_25",1,1,4,0.45,1,-1.44,0.0612587247086246,-0.0643811549823681,3.46272290176056,FALSE,0.8,9.99,0.132377575757576,-0.114004546765349,6.26083505501936,0.108862904469863
"80","1_2_26",1,1,4,0.35,1,0,0.0253845937062937,-0.0466378372252447,2.66870726346078,FALSE,0.783333333333333,15.84,0.128811188811189,-0.0855781430517502,6.13097206012046,0.116406291731811
"81","1_2_28",1,1,8,0.0166666666666667,1,0.09000018,0.0302096290909094,0,0,TRUE,0.75,20.25,0.225104895104895,-0.0816123652950217,5.86424286685494,0.139619251498268
"82","1_2_29",2,-2,0,0.116666666666667,1,0,0.0375524362470862,-0.0278693529110874,0.799609313184118,TRUE,0.833333333333333,13.05,0.175384615384616,-0.202971988428269,6.51940658344054,0.0279569375384272
"83","1_2_3",2,2,0,0.483333333333333,1,-2.34,0.0996503802797202,-0.131603328764328,3.72616442426631,FALSE,0.916666666666667,20.52,0.186293706293706,-0.235987800742724,7.18664203870716,0.121737763353136
"84","1_2_30",2,-2,8,0.35,1,-1.44,0.0220279615384615,-0.0942068126425584,2.66317067740817,FALSE,0.833333333333333,18.45,0.0753146853146849,-0.204835778707715,6.52155451995617,0.389476130735424
"85","1_2_31",1,1,0,0.35,1,0.09000001,0.0247552404662004,-0.0465170016150473,2.66586984524807,FALSE,0.716666666666667,12.51,0.255944055944056,-0.0873684068595733,5.59838577986382,0.046954347090859
"86","1_2_32",1,-1,4,0.0333333333333333,1,0.2699999,0.0686013412587463,-0.00218864448000171,0.133966527284385,TRUE,1.11666666666667,8.28,0.0599999999999999,-0.104496911242928,8.7965349716947,0.0720224409700237
"87","1_2_34",1,-1,8,0.5,1,0,0.0459440562937062,-0.0675303627062067,3.86347164460784,FALSE,0.916666666666667,13.59,0.0532867132867132,-0.10515465284672,7.19540416401773,0.207076971884529
"88","1_2_35",1,1,4,0.416666666666667,1,0,0.0251748308857808,-0.0559416832468961,3.1987064320247,FALSE,0.883333333333333,10.89,0.0574825174825177,-0.100717417641683,6.92979676200288,0.125660295905526
"89","1_2_36",2,2,0,0.45,1,0,0.0440559201631701,-0.121044637916103,3.46055913940284,FALSE,0.966666666666667,15.93,0.065034965034965,-0.226438072484569,7.58690044635581,0.12099290722498
"90","1_2_37",2,-2,4,0.433333333333333,1,-0.7200001,0.0669231173659673,-0.117149362480864,3.32699126841153,FALSE,1.05,22.68,0.150839160839161,-0.229947846783317,8.25298212831323,0.262631852950579
"91","1_2_39",2,2,8,0.183333333333333,1,0,0.0365034596736596,-0.0465576776158224,1.33062993552411,FALSE,0.766666666666667,22.95,0.0637762237762237,-0.131417800653008,5.99012296973746,0.325719335538912
"92","1_2_4",2,-2,4,0.0166666666666667,1,0.09000001,0.0352447518881106,0,0,TRUE,0.75,17.73,0.200769230769231,-0.187662779954211,5.85719155025405,0.139597986810004
"93","1_2_40",1,-1,8,0.383333333333333,1,-0.7199998,0.053916081118881,-0.0515406062564832,2.93221148989945,FALSE,0.783333333333333,18.27,0.0952447552447552,-0.0851359127307206,6.13165222577269,0.197048310382804
"94","1_2_41",2,-2,0,0.416666666666667,1,0.08999985,0.0698601439393939,-0.11180307210904,3.19437940573646,FALSE,0.833333333333333,20.16,0.0851748251748251,-0.197566517018807,6.52197119574047,0.111654067388894
"95","1_2_42",2,-2,8,0.4,1,0,0.0497202882284381,-0.107104047827845,3.06119221549084,FALSE,0.9,24.75,0.122517482517483,-0.195768440169107,7.05523056253075,0.386225690932388
"96","1_2_43",2,-2,0,0.383333333333333,1,0,0.0266433575757576,-0.102488020648431,2.92903814762142,FALSE,0.95,15.66,0.104265734265734,-0.22290747175961,7.45336335475365,0.10240916994437
"97","1_2_45",2,2,4,0.45,1,0,0.0570629178321677,-0.120717664073385,3.45900568025725,FALSE,0.85,16.02,0.174755244755245,-0.211893548484014,6.65435002332949,0.26053624778943
"98","1_2_46",2,-2,4,0.4,1,0.09000001,0.0727972029137528,-0.106844055658405,3.06208157222788,FALSE,0.716666666666667,15.93,0.216293706293706,-0.182523597915278,5.59109185780275,0.246585709824138
"99","1_2_47",1,-1,4,0.0166666666666667,1,0.09000001,0.0302097868531471,0,0,TRUE,0.75,10.17,0.048041958041958,-0.0777935362781017,5.86054365902856,0.069809625749134
"100","1_2_48",2,-2,4,0.0333333333333333,1,0.09000018,0.0390208995804264,-0.00488326511990879,0.132214508399838,TRUE,0.85,19.89,0.0818181818181821,-0.176399465402161,6.65582835221443,0.1441791723331
"101","1_2_49",2,-2,4,0.183333333333333,1,-1.89,0.0295804195804196,-0.047236786959771,1.33061683635763,FALSE,0.766666666666667,15.39,0.175174825174825,-0.206101887642098,5.98961246024697,0.19528514785808
"102","1_2_5",2,-2,0,0.05,1,0.09000001,0.0260139888578091,-0.00912860477747406,0.261194855399365,TRUE,0.733333333333333,15.39,0.10027972027972,-0.177773360236695,5.7177007011664,0.00912958042835274
"103","1_2_51",1,1,4,0.533333333333333,1,0,0.038811196037296,-0.0722195922923761,4.13130244885672,FALSE,1,11.88,0.0463636363636365,-0.117097466692059,7.86318512750123,0.141943778710384
"104","1_2_52",2,2,4,0.533333333333333,1,0,0.0258041963869463,-0.144424876568581,4.12596629076063,FALSE,1.05,21.6,0.0625174825174827,-0.244803991676292,8.25182925478998,0.283855917790874
"105","1_2_53",2,2,0,0.466666666666667,1,-3.15,0.0870629370629371,-0.12884225230984,3.59265683296566,FALSE,0.966666666666667,17.64,0.142447552447552,-0.268087787168522,7.58487377117817,0.110413512527926
"106","1_2_55",2,-2,8,0.433333333333333,1,-3.42,0.0247552447552446,-0.125217838936455,3.32724582901169,FALSE,0.966666666666667,23.04,0.118741258741258,-0.275641107379432,7.58520977173572,0.477968103535984
"107","1_2_56",1,1,4,0.45,1,0,0.0396503687645687,-0.0604518610974728,3.46430400325034,FALSE,0.933333333333333,13.68,0.132797202797203,-0.103355852363924,7.32940857627781,0.130297692685256
"108","1_2_57",1,1,8,0.0166666666666667,1,0.18,0.0686013426573281,0,0,TRUE,0.866666666666667,15.12,0.0834965034965034,-0.0669642423795375,6.79612671459277,0.139619251498268
"109","1_2_58",2,-2,8,0.383333333333333,1,0,0.0279021113053613,-0.102228798735153,2.92795340112536,FALSE,0.883333333333333,17.91,0.0631468531468532,-0.20377698948695,6.92327451558832,0.381566947547184
"110","1_2_6",1,-1,8,0.0166666666666667,1,0.18,0.109510489510476,0,0,TRUE,0.683333333333333,12.42,0.107622377622377,-0.0529038716217372,5.33121089814805,0.139619251498268
"111","1_2_60",2,-2,8,0.5,1,0,0.0258041519813519,-0.134033568171605,3.86024184980268,FALSE,1,24.93,0.122517482517482,-0.21939152083964,7.85381912141458,0.414161942392446
"112","1_2_61",1,1,0,0.5,1,-4.95,0.0325174825174825,-0.0819909341352031,3.86507204968135,FALSE,1.03333333333333,25.11,0.229510489510489,-0.185691624803061,8.12933172921129,0.0273010808139767
"113","1_2_62",2,2,8,0.333333333333333,1,-2.7,0.0614685566433566,-0.0926619300217133,2.52915240325848,FALSE,0.833333333333333,17.46,0.013006993006993,-0.213900510610396,6.52178900599717,0.320589903552968
"114","1_2_63",1,1,0,0.416666666666667,1,-9.36,0.0499302354312353,-0.0747732614919058,3.19760735457778,FALSE,0.9,16.02,0.27986013986014,-0.227798809294908,7.06047881760792,0.000836498704459684
"115","1_2_64",1,1,4,0.0166666666666667,1,0.1800004,0.0245453097902042,0,0,TRUE,1.16666666666667,14.31,0.0774125874125875,-0.198709233613511,9.19510057425136,0.069809625749134
"116","1_2_65",1,1,8,0.6,1,0,0.0289511694638694,-0.0813933438322693,4.66366569466808,FALSE,1.1,24.84,0.0891608391608388,-0.0960076987911589,8.66108716545669,0.221048634093986
"117","1_2_66",1,-1,4,0.416666666666667,1,0,0.0281119424242424,-0.0556287061764809,3.19892140796084,FALSE,0.966666666666667,12.87,0.145594405594405,-0.11297088676726,7.5964348696325,0.125663953097587
"118","1_2_68",1,1,0,0.666666666666667,1,0,0.0421678477855477,-0.0903094155791901,5.19726818790487,FALSE,1.05,15.57,0.0757342657342656,-0.127439267669655,8.26260360703596,0.0907461652074975
"119","1_2_69",1,-1,0,0.333333333333333,1,0.08999951,0.0299999236596736,-0.0437587789910574,2.53316628188883,FALSE,0.833333333333333,9.18,0.052237762237762,-0.0955549260849289,6.53125374560503,0.0441781692992181
"120","1_2_70",1,-1,0,0.433333333333333,1,0.09000018,0.0356643533799533,-0.0583557360152771,3.33107028496107,FALSE,0.816666666666667,11.52,0.124405594405594,-0.0981575517665049,6.39816567009168,0.0581280948430394
"121","1_2_72",1,-1,8,0.383333333333333,1,0,0.0323074937062937,-0.051120573894849,2.93158628621569,FALSE,0.816666666666667,9.989999,0.122936888111888,-0.0985570518247318,6.39760397894668,0.190805853487848
