"","frame","timestamp","heading","vis.angle.corrected","latpos","occlusion","startingpos"
"1",30,0.5,"1",0.399681913546702,0.069809625749134,0,0
"2",24,0.4,"2",0.639349781538205,0.111678389448003,0,0
"3",16,0.266666666666667,"1",0.599456844247954,0.104714438623701,0.5,4
"4",13,0.216666666666667,"2",1.11866022919003,0.195437181534005,0.5,4
"5",13,0.216666666666667,"1",0.958960428093526,0.167543101797922,1,8
"6",11,0.183333333333333,"2",1.87031555105545,0.325728635890009,1,8
