"","frame","timestamp","heading","vis.angle.corrected","latpos","occlusion","startingpos"
"1",123,2.05,"1",1.63779124373748,0.286219465571449,0,0
"2",66,1.1,"2",1.75759924302246,0.307115570982009,0,0
"3",94,1.56666666666667,"1",1.63779124373748,0.286219465571449,0.5,4
"4",37,0.616666666666667,"2",1.75759924302246,0.307115570982009,0.5,4
"5",64,1.06666666666667,"1",1.63779124373748,0.286219465571449,1,8
"6",10,0.166666666666667,"2",1.83746222070972,0.321075369663009,1,8
