,startingpos,error,model,heading,LPE
0,8,visual_angle,accumulator,1,0.11169540119861451
1,4,visual_angle,accumulator,1,0.06515565069919174
2,0,visual_angle,accumulator,1,0.046539750499422675
3,8,visual_angle,accumulator,2,0.16751758417200466
4,4,visual_angle,accumulator,2,0.08841205831300246
5,0,visual_angle,accumulator,2,0.06514572717800181
