6.685485780476283120e-03,1.337044219590239648e-02,2.005433992783955954e-02,2.673664975106621391e-02
1.328203373952555923e-02,2.656297682545647951e-02,3.984173871237406406e-02,5.311722907119487830e-02
1.998931687467741039e-02,3.997693378681626414e-02,5.996115096073077744e-02,7.994026899440681566e-02
2.674136748541991807e-02,5.348038343301692032e-02,8.021469658749043330e-02,1.069419562585263300e-01
3.320437522066372465e-02,6.640574035689214560e-02,9.960108571379000519e-02,1.327874023754545274e-01
3.997777821929492797e-02,7.995182067412218152e-02,1.199183921177647966e-01,1.598737583388824823e-01
4.679638960135985154e-02,9.358827734402663800e-02,1.403711620324286369e-01,1.871405437970679597e-01
5.312587007824215446e-02,1.062464962283902470e-01,1.593566353346866082e-01,2.124510459058313316e-01
5.996538895390933488e-02,1.199246997337130166e-01,1.798718551538112109e-01,2.398007800053462424e-01
6.685055709745360564e-02,1.336941633899683679e-01,2.005238692534554168e-01,2.673327274251974250e-01
7.304652318262552790e-02,1.460852831158351017e-01,2.191085179163519414e-01,2.921084684327942549e-01
7.995215399732584494e-02,1.598956100254896318e-01,2.398216717007401466e-01,3.197216458097028036e-01
8.690387494159193538e-02,1.737980810198778148e-01,2.606729511902525220e-01,3.475188220450055598e-01
9.296633940294668497e-02,1.859221396834740136e-01,2.788568637506643744e-01,3.717599785760456466e-01
9.993807826710306152e-02,1.998645905976126624e-01,2.997679733407487279e-01,3.996366674167484700e-01
1.069563481004040251e-01,2.139000696709469351e-01,3.208185407325678251e-01,4.276991424071544534e-01
1.128853236071116622e-01,2.257571045840695012e-01,3.386018030812381618e-01,4.514058848093427390e-01
1.199231666795580187e-01,2.398316804866576224e-01,3.597108916075259510e-01,4.795461563450702513e-01
1.270079815392625711e-01,2.540001687686807563e-01,3.809607707213990002e-01,5.078740031158568424e-01
1.328034806618044461e-01,2.655902164590506209e-01,3.983434661045691660e-01,5.310464954653123515e-01
1.399074241497710314e-01,2.797969187177682948e-01,4.196505579874162950e-01,5.594504239719405581e-01
1.470587802222887430e-01,2.940984177270541400e-01,4.410997739501770765e-01,5.880437186338509647e-01
1.527208154324919687e-01,3.054215139386650124e-01,4.580819829711784141e-01,6.106821187402602380e-01
1.598908555915909691e-01,3.197603443048115390e-01,4.795871039205829023e-01,6.393497815382049865e-01
1.671087491123573188e-01,3.341948559486683235e-01,5.012356831659476875e-01,6.682086032873691961e-01
1.726373327834290483e-01,3.452510356421301663e-01,5.178174837867544067e-01,6.903130626989756324e-01
1.798734659176399464e-01,3.597219962505310842e-01,5.395206608021690942e-01,7.192445401531651905e-01
1.871578931711017912e-01,3.742895228249080719e-01,5.613686310705529037e-01,7.483689712711009134e-01
1.925530375776632053e-01,3.850788201777851083e-01,5.775500986132964254e-01,7.699396352795301324e-01
1.998552600393185552e-01,3.996819135467015172e-01,5.994513599834591089e-01,7.991350107994562579e-01
2.072062173589195311e-01,4.143824577360975536e-01,6.214987503218101228e-01,8.285251366531499739e-01
2.124679346770396715e-01,4.249049061432411678e-01,6.372799574702542325e-01,8.495621442980714200e-01
2.198362428668105828e-01,4.396401351742817987e-01,6.593793327730371745e-01,8.790215043379200344e-01
2.272537266349765883e-01,4.544737000516571590e-01,6.816261735346916817e-01,9.086774133799877529e-01
2.323820289422062757e-01,4.647293321255340781e-01,6.970071903356681586e-01,9.291808974536114318e-01
2.398164193090883411e-01,4.795967001035695287e-01,7.193047104379475254e-01,9.589043315124705646e-01
2.473004259572129104e-01,4.945632891302593204e-01,7.417510332825026920e-01,9.888261152813996313e-01
2.522953252326181617e-01,5.045521367012743008e-01,7.567319271473089692e-01,1.008796202332810532e+00
2.597957942739172466e-01,5.195516472943543240e-01,7.792276242048513657e-01,1.038783802954957869e+00
2.673463202823476159e-01,5.346512643199853310e-01,8.018734620980570993e-01,1.068971556075428486e+00
2.722078284065428400e-01,5.443733584367983491e-01,8.164542978038150656e-01,1.088408366414757911e+00
2.797743726678612597e-01,5.595050156960710286e-01,8.391482052611832776e-01,1.118660229190025834e+00
2.873914145658835184e-01,5.747376649584805541e-01,8.619935924748546308e-01,1.149114049373312740e+00
2.921195433210651560e-01,5.841930358883200558e-01,8.761744321658297974e-01,1.168017697075744765e+00
2.997521593962872988e-01,5.994568442479536463e-01,8.990665847563086288e-01,1.198533920639965000e+00
3.074357137621127056e-01,6.148225303731110758e-01,9.221115568682560770e-01,1.229253908684418084e+00
3.120304748320920640e-01,6.240112076020803977e-01,9.358924600571384422e-01,1.247624501594035484e+00
3.197291593633706519e-01,6.394071718791881631e-01,9.589828938026767613e-01,1.278405187629561013e+00
3.274792228241213410e-01,6.549058998811191357e-01,9.822274876966562429e-01,1.309391447421167864e+00
3.319406277943575678e-01,6.638279121144996520e-01,9.956085112658034086e-01,1.327229087154635501e+00
3.397053774720997232e-01,6.793560375090661463e-01,1.018897263476977288e+00,1.358274340390940083e+00
3.475219467037947152e-01,6.949878127897793911e-01,1.042341517342658230e+00,1.389526978903967702e+00
3.518500070614273278e-01,7.036431879523263877e-01,1.055322715545298662e+00,1.406831760854050151e+00
3.596808186242811956e-01,7.193034800471374002e-01,1.078809824821291841e+00,1.438141689068410667e+00
3.675638903518223533e-01,7.350683083965536824e-01,1.102453778154246056e+00,1.469660816366125111e+00
3.717586174857040460e-01,7.434570736327891227e-01,1.115035202615643595e+00,1.486432829705046865e+00
3.796554877205448597e-01,7.592495383933630659e-01,1.138720708844247032e+00,1.518007543723298047e+00
3.876050587177028994e-01,7.751474259892470187e-01,1.162564402445955158e+00,1.549793272958767787e+00
3.916664639184317398e-01,7.832696076637463145e-01,1.174746102164535788e+00,1.566032600641407813e+00
3.996293896603483331e-01,7.991942514382696094e-01,1.198630046522166426e+00,1.597872214338779129e+00
4.076454567497497794e-01,8.152252048461636758e-01,1.222673522500044685e+00,1.629924661755755011e+00
4.115735512097014603e-01,8.230808285438372396e-01,1.234455543848484327e+00,1.645631380522681653e+00
4.196025293419824997e-01,8.391376580630995896e-01,1.258537968800221840e+00,1.677736010824711688e+00
4.276850893950950860e-01,8.553016842362618499e-01,1.282781270567666221e+00,1.710055295758589278e+00
4.314798842084551778e-01,8.628907747626310965e-01,1.294163657293940561e+00,1.725229476138931295e+00
4.395749116625760622e-01,8.790797971399660904e-01,1.318444606593583313e+00,1.757599243022460511e+00
4.477239615996955191e-01,8.953769034193080900e-01,1.342887778870034632e+00,1.790185487901319927e+00
4.513854677624914435e-01,9.026994848007779959e-01,1.353870572098428759e+00,1.804827194215479658e+00
4.595465415181009816e-01,9.190207075320048213e-01,1.378350090788567295e+00,1.837462220709719318e+00
4.677620783083377698e-01,9.354509016460346160e-01,1.402993179599594686e+00,1.870315551055448555e+00
4.712903067184697758e-01,9.425069971301595073e-01,1.413576417831676979e+00,1.884424841417649432e+00
4.795174238033766412e-01,9.589604280935262182e-01,1.438254552243787954e+00,1.917325253605333568e+00
4.877994444646416849e-01,9.755237181582918637e-01,1.463097604921190342e+00,1.950445798034826872e+00
4.911944059219156555e-01,9.823133502140362072e-01,1.473281324036745721e+00,1.964022724355502625e+00
4.994875634120755081e-01,9.988989976701682094e-01,1.498158121791304032e+00,1.997188651374115054e+00
5.078360650110679275e-01,1.015595392189205803e+00,1.523201186973231591e+00,2.030576541600554563e+00
5.110977702172252446e-01,1.022118582507201001e+00,1.532985420231156803e+00,2.043621149588576991e+00
5.194569652367276857e-01,1.038836455099048539e+00,1.558060930237764596e+00,2.077052723631656050e+00
5.278719448889207522e-01,1.055665962963330706e+00,1.583304057868860415e+00,2.110708094465873597e+00
5.310004044476709373e-01,1.061922732456126006e+00,1.592688835908021794e+00,2.144589540237321401e+00
5.394256341687260203e-01,1.078772839208917311e+00,1.617963108365558789e+00,2.156917779949141689e+00
5.479070890383540560e-01,1.095735469696805575e+00,1.643406349697116964e+00,2.190840769301060309e+00
5.509023134554053014e-01,1.101725838499114651e+00,1.652391700537169772e+00,2.224991689467100020e+00
5.593935750983308752e-01,1.118708188820308758e+00,1.677864786933960017e+00,2.236784129858161219e+00
5.679415023983763744e-01,1.135803951597507799e+00,1.703508194524104846e+00,2.270974878738313496e+00
5.708035020814663518e-01,1.141527939066448560e+00,1.712094143566273541e+00,2.305395417064414421e+00
5.793607929146754598e-01,1.158642542745693449e+00,1.737766096680272598e+00,2.316652082855511718e+00
